movie_id,片名,年份,豆瓣评分,评价人数,导演,类型,语言,Region
10545939,黄金时代,2014,7.3,166138,许鞍华,剧情 / 传记 / 爱情,汉语普通话 / 粤语 / 上海话 / 武汉话 / 四川话 / 俄语 / 日语,China
26271893,12金鸭,2015,5.3,18813,邹凯光,爱情,粤语 / 汉语普通话 / 英语 / 泰语,China
25811357,冲锋车,2015,6.6,37642,刘浩良,喜剧 / 犯罪,汉语普通话 / 粤语 / 马来语 / 英语 / 闽南语,China
11776289,华丽上班族,2015,6.0,52488,杜琪峰,剧情 / 喜剧 / 爱情,汉语普通话 / 粤语 / 英语,China
24743696,喜马拉雅天梯,2015,7.4,9303,萧寒 / 梁君健,纪录片,藏语 / 汉语普通话 / 英语,China
25956520,太平轮(下)·彼岸,2015,6.6,62165,吴宇森,剧情 / 爱情 / 灾难,汉语普通话 / 日语 / 闽南语 / 上海话,China
3077412,寻龙诀,2015,7.4,554897,乌尔善,剧情 / 动作 / 奇幻,汉语普通话 / 英语 / 蒙古语 / 日语,China
26263443,恋爱中的城市,2015,5.7,36511,文牧野 / 董润年 / 韩轶 / 傅天余 / 冀佳彤,爱情,汉语普通话 / 法语 / 捷克语 / 日语 / 意大利语 / 英语 / 上海话,China
25896040,搏击迷城,2015,4.2,1316,陈丽英,动作,汉语普通话 / 日语 / 粤语,China
26331811,新西兰打工旅行2013-2014,2015,8.4,159,梁敬谦,纪录片,汉语普通话 / 粤语 / 英语,China
25746414,暴走神探,2015,5.4,15078,罗卓瑶,喜剧 / 动作 / 爱情,汉语普通话 / 英语 / 上海话,China
23788440,杀破狼2,2015,7.4,166882,郑保瑞,剧情 / 动作 / 犯罪,汉语普通话 / 粤语 / 英语 / 泰语 / 韩语,China
25858785,澳门风云2 賭城風雲II,2015,5.6,153634,王晶 / 张敏,喜剧 / 动作,粤语 / 汉语普通话 / 泰语 / 四川话 / 英语,China
25895276,煎饼侠,2015,5.8,352083,大鹏,喜剧,汉语普通话 / 英语 / 粤语,China
26335498,狼踪,2015,8.0,238,汪大纬,纪录片,汉语普通话 / 英语 / 法语 / 蒙古语,China
1305164,甜蜜蜜,2015,8.9,451862,陈可辛,剧情 / 爱情,粤语 / 汉语普通话 / 英语,China
25870074,第七谎言,2015,4.2,1765,孔令政,犯罪 / 悬疑,汉语普通话 / 粤语 / 英语,China
24987018,赤道,2015,6.2,105558,梁乐民 / 陆剑青,剧情 / 动作 / 犯罪,汉语普通话 / 粤语 / 韩语 / 英语,China
26425088,一切都好,2016,6.5,17373,张猛,剧情 / 家庭,汉语普通话 / 天津话 / 英语 / 上海话 / 四川话,China
26769480,一路顺风,2016,7.6,18213,钟孟宏,剧情 / 喜剧 / 犯罪,汉语普通话 / 闽南语 / 粤语 / 泰语,China
26235349,三人行,2016,5.9,92331,杜琪峰,剧情 / 动作 / 犯罪,汉语普通话 / 粤语 / 英语,China
26831448,你往何处去,2016,7.0,127,杨正帆,剧情,粤语 / 汉语普通话 / 他加禄语 / 英语,China
26282530,再见，在也不见,2016,5.9,19633,忻钰坤 / 陈世杰 / 西瓦罗·孔萨库,剧情 / 爱情 / 同性,汉语普通话 / 英语 / 泰语 / 粤语 / 闽南话,China
26322792,北京遇上西雅图之不二情书,2016,6.4,237058,薛晓路,喜剧 / 爱情,汉语普通话 / 英语 / 粤语,China
11598977,叶问3,2016,6.6,146797,叶伟信,剧情 / 传记 / 动作,汉语普通话 / 粤语 / 英语,China
26271105,同流合乌,2016,4.4,2110,云翔,剧情 / 爱情 / 同性,汉语普通话 / 粤语 / 日语 / 英语,China
25951720,寻找心中的你,2016,7.4,11991,刘伟恒,剧情 / 爱情,汉语普通话 / 粤语 / 英语,China
25815034,湄公河行动,2016,8.0,670903,林超贤,剧情 / 动作 / 犯罪,汉语普通话 / 粤语 / 泰语 / 缅甸语 / 英语,China
24751763,罗曼蒂克消亡史,2016,7.7,350867,程耳,剧情,汉语普通话 / 上海话 / 日语 / 英语,China
26903988,越囧,2016,2.3,641,郭翔,喜剧 / 爱情 / 冒险,汉语普通话 / 粤语 / 越南语 Vietnamese / 英语,China
1292434,一一,2017,9.1,313439,杨德昌,剧情 / 爱情 / 家庭,汉语普通话 / 闽南语 / 英语 / 日语,China
4078592,上海王,2017,4.8,8615,胡雪桦,剧情 / 动作 / 爱情,汉语普通话 / 英语 / 上海话 / 日语,China
26647876,地球：神奇的一天,2017,8.1,15905,理查德·戴尔 / 彼得·韦柏 / 范立欣,纪录片,汉语普通话 / 英语 / 粤语,China
27063404,壬午渝汐,2017,6.8,242,王博伦,动作 / 历史 / 短片,汉语普通话 / 德语 / 重庆方言 / 日语,China
26748673,拆弹专家,2017,6.2,159685,邱礼涛,动作 / 犯罪 / 悬疑,汉语普通话 / 粤语 / 英语,China
26731242,接线员,2017,6.1,567,卢谨明,剧情,汉语普通话 / 英语 / 闽南语,China
26425072,明月几时有,2017,6.9,83553,许鞍华,剧情 / 历史 / 战争,粤语 / 汉语普通话 / 日语,China
26826398,杀破狼·贪狼,2017,7.0,159460,叶伟信,剧情 / 动作,粤语 / 泰语 / 英语,China
27098418,白色女孩,2017,4.3,431,杜可风 / 孙明莉,剧情,粤语 / 英语 / 日语,China
1297574,英雄本色,2017,8.6,456145,吴宇森,剧情 / 动作 / 犯罪,粤语 / 汉语普通话 / 英语,China
27113517,血观音,2017,8.5,329884,杨雅喆,剧情 / 悬疑,汉语普通话 / 粤语 / 闽南语 / 日语,China
26924141,低压槽：欲望之城,2018,4.3,15981,张家辉,剧情 / 动作 / 犯罪,汉语普通话 / 粤语 / 英语 / 泰语,China
30265411,十年台湾,2018,4.9,401,廖克发 / 谢沛如 / 吕柏勋 / 邹隆娜 / 勒嘎·舒米,剧情,汉语普通话 / 英语 / 闽南语 / 台湾原住民语言,China
27663775,古巴花旦,2018,8.1,674,魏时煜,纪录片,粤语 / 西班牙语 / 英语,China
26796664,叶问外传：张天志,2018,5.6,49202,袁和平,剧情 / 动作 / 犯罪,汉语普通话 / 粤语 / 英语,China
26698897,唐人街探案2,2018,6.6,827600,陈思诚,喜剧 / 动作 / 悬疑,汉语普通话 / 英语 / 日语 / 粤语,China
25727544,寻找罗麦,2018,4.2,6111,王超,剧情 / 爱情,汉语普通话 / 英语 / 藏语 / 法语,China
26605028,幸福路上,2018,7.6,5486,宋欣颖,动画,汉语普通话 / 英语 / 闽南语,China
30255216,您一定不要错过,2018,5.7,2173,麦丽丝,纪录片,汉语普通话 / 蒙语 / 日语 / 俄语,China
26752088,我不是药神,2018,9.0,1828478,文牧野,剧情 / 喜剧,汉语普通话 / 英语 / 上海话 / 印地语,China
26425063,无双,2018,8.0,847858,庄文强,剧情 / 动作 / 犯罪,汉语普通话 / 粤语 / 英语 / 泰语 / 波兰语,China
26351812,欧洲攻略,2018,3.5,60855,马楚成,喜剧 / 动作 / 爱情,粤语 / 英语 / 汉语普通话 / 意大利语 / 克林贡语,China
27157806,看见你便想念你,2018,6.0,106,钟德胜,爱情 / 同性,粤语 / 英语,China
26861685,红海行动,2018,8.2,939139,林超贤,动作 / 战争,汉语普通话 / 阿拉伯语 / 英语 / 索马里语 / 粤语,China
1305690,阿飞正传,2018,8.5,436699,王家卫,犯罪 / 剧情 / 爱情,粤语 / 汉语普通话 / 英语 / 菲律宾语 / 上海话,China
26769474,香港大营救,2018,4.4,1036,刘一君,剧情 / 动作 / 历史,汉语普通话 / 粤语 / 日语,China
30295905,中国机长,2019,6.6,666974,刘伟强,剧情 / 传记 / 灾难,汉语普通话 / 藏语 / 英语 / 四川话,China
26796665,九龙不败,2019,3.0,9131,陈果,剧情 / 动作 / 犯罪,粤语 / 英语 / 汉语普通话,China
26885074,叶问4：完结篇,2019,6.8,269509,叶伟信,剧情 / 动作,粤语 / 英语 / 汉语普通话,China
26718797,上海王2,2020,3.8,1943,胡雪桦,剧情 / 动作 / 爱情,汉语普通话 / 英语 / 上海话 / 日语,China
35123252,云阳,2020,5.0,145,解舒畅,纪录片,重庆方言 / 德语,China
34967373,人妖阿发 痴人三部曲 1/3,2020,5.2,493,罗守耀,剧情,粤语 / 泰语,China
33408026,刻在你心底的名字,2020,7.3,90748,柳广辉,剧情 / 同性,汉语普通话 / 英语 / 闽南语,China
34902639,同学麦娜丝,2020,7.9,75421,黄信尧,剧情 / 喜剧,闽南语 / 汉语普通话 / 日语,China
34968943,幸福选择题五部曲 - 孤鸟还乡,2020,5.5,175,李佳桦,短片 / 同性,汉语普通话 / 闽南语 / 日语,China
30171424,拆弹专家2,2020,7.5,490652,邱礼涛,动作 / 犯罪,汉语普通话 / 粤语 / 英语,China
35000216,武汉战疫纪,2020,8.3,610,葛云飞,纪录片,汉语普通话 / 英语 / 武汉话,China
34606671,继园台七号,2020,7.1,1967,杨凡,动画,粤语 / 汉语普通话 / 上海话 / 法语,China
27131218,肥龙过江,2020,4.7,26263,谷垣健治,喜剧 / 动作,粤语 / 汉语普通话 / 日语,China
33464837,蓝色防线,2020,8.6,7285,尚昌仪 / 周德新 / 刘欣,战争 / 纪录片,汉语普通话 / 英语 / 河南方言 / 努维尔语,China
