组别,movie_id,片名,年份,豆瓣评分,评价人数,类型,Decade,语言字段原文,归一化语言,命中方言标签,方言大区,Tier层级,方言占比（推断）,占比推断依据,来源URL
方言片,26416121,提款机,2016,5.2,118,剧情 / 喜剧,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26416121/
方言片,26887078,撞墙,2016,7.2,170,短片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26887078/
方言片,26351532,暗色天堂,2016,6.4,6102,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26351532/
方言片,26811883,最后的沙漠守望者,2016,8.2,424,纪录片,2010s,维吾尔语,维吾尔语,维吾尔语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26811883/
方言片,26827787,杀手与卧底的久别重逢,2016,7.7,305,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26827787/
方言片,26928897,江湖水,2016,6.4,304,剧情 / 动作 / 爱情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26928897/
方言片,26855763,海报师：阮大勇的插画艺术,2016,7.1,787,纪录片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26855763/
方言片,26821301,牛奶计划,2016,7.5,167,短片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26821301/
方言片,26895378,玛嘉烈与大卫 白咖啡男,2016,8.7,618,剧情 / 爱情 / 短片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26895378/
方言片,26822334,绑架丁丁当,2016,4.4,672,喜剧,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26822334/
方言片,26352462,老笠,2016,7.4,47628,犯罪 / 惊悚,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26352462/
方言片,26337866,路边野餐,2016,7.9,146141,剧情,2010s,贵州方言,贵州方言,贵州方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26337866/
方言片,26284621,追凶者也,2016,7.9,266939,剧情 / 喜剧 / 犯罪,2010s,西南方言,西南方言,西南方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26284621/
方言片,26614645,鸭王2,2016,4.5,13871,剧情 / 情色,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26614645/
方言片,26877237,29+1,2017,7.2,37867,剧情 / 爱情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26877237/
方言片,26704590,一念无明,2017,7.9,99533,剧情 / 家庭,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26704590/
方言片,26747344,今晚打丧尸,2017,4.2,1356,喜剧 / 恐怖,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26747344/
方言片,26968026,以青春的名义,2017,6.4,678,爱情 / 家庭,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26968026/
方言片,27135577,你要热烈地亲亲爹地,2017,8.5,419,动画 / 短片 / 情色,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27135577/
方言片,26857793,原谅他77次,2017,6.4,54157,爱情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26857793/
方言片,26897027,同囚,2017,5.9,1097,剧情 / 犯罪,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26897027/
方言片,27597095,团鱼岩,2017,6.8,389,纪录片,2010s,中文方言,中文方言,中文方言,通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27597095/
方言片,26895406,大乐师．为爱配乐,2017,6.0,2128,剧情 / 爱情 / 音乐,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26895406/
方言片,27004746,天使曾经来过,2017,4.7,170,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27004746/
方言片,27192262,天坑人家,2017,7.5,283,纪录片,2010s,云南方言,云南方言,云南方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27192262/
方言片,1470865,失业生,2017,7.0,10333,剧情 / 爱情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/1470865/
方言片,26748223,失眠,2017,6.2,13942,恐怖,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26748223/
方言片,26801733,女士复仇,2017,4.1,1203,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26801733/
方言片,27018248,小城二月,2017,6.7,2028,剧情 / 短片,2010s,常州话,常州话,常州话,吴语（江浙片）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27018248/
方言片,26903766,小男人周记之吾家有喜,2017,5.7,1865,喜剧,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26903766/
方言片,26980016,小羊小羊,2017,6.3,207,剧情,2010s,汉语（甘肃方言）,汉语（甘肃方言）,汉语（甘肃方言）,中原/兰银官话 / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26980016/
方言片,26961002,常在你左右,2017,5.1,10929,犯罪 / 悬疑,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26961002/
方言片,26617291,心惊胆战,2017,4.0,2056,惊悚,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26617291/
方言片,26712235,我的妈呀,2017,7.1,4684,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26712235/
方言片,26826398,杀破狼·贪狼,2017,7.0,159460,剧情 / 动作,2010s,粤语 / 泰语 / 英语,粤语 / 泰语 / 英语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26826398/
方言片,26738204,村戏,2017,8.1,12837,剧情,2010s,河北井陉话,河北井陉话,河北井陉话,晋语,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26738204/
方言片,25949800,死开啲啦,2017,6.2,2504,剧情 / 喜剧 / 惊悚,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/25949800/
方言片,27028599,沾寒沾冻,2017,7.1,153,奇幻,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27028599/
方言片,26704592,点五步,2017,6.5,3730,剧情 / 运动,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26704592/
方言片,27098418,白色女孩,2017,4.3,431,剧情,2010s,粤语 / 英语 / 日语,粤语 / 英语 / 日语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27098418/
方言片,27133255,看不见的王国,2017,6.3,231,剧情 / 儿童 / 奇幻,2010s,维语,维语,维语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27133255/
方言片,26996753,私人会所,2017,4.0,2060,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26996753/
方言片,27006898,空手道,2017,6.1,2970,剧情 / 运动,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27006898/
方言片,26969821,笨鸟,2017,6.6,1816,剧情,2010s,湖南方言,湖南方言,湖南方言,湘语 / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26969821/
方言片,27067935,粉色药丸,2017,7.2,2049,剧情 / 短片 / 同性,2010s,四川话,四川话,四川话,西南官话（川渝滇黔片）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27067935/
方言片,26992121,若男,2017,6.2,174,剧情 / 短片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26992121/
方言片,27008600,野潮,2017,7.5,713,剧情,2010s,闽南语,闽南语,闽南语,闽南语（闽台片）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27008600/
方言片,26995550,鬼网,2017,5.0,1057,悬疑 / 惊悚 / 恐怖,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26995550/
方言片,27608311,一家大晒,2018,3.9,674,喜剧 / 家庭,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27608311/
方言片,27037504,三个绑匪七条心,2018,4.0,367,喜剧 / 犯罪,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27037504/
方言片,30290848,下雨天,2018,6.8,112,剧情 / 短片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30290848/
方言片,26928160,八个女人一台戏,2018,6.6,710,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26928160/
方言片,26969045,八步半喜怒哀乐,2018,4.5,212,奇幻,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26969045/
方言片,26995764,古宅,2018,3.4,1319,惊悚 / 恐怖,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26995764/
方言片,27663775,古巴花旦,2018,8.1,674,纪录片,2010s,粤语 / 西班牙语 / 英语,粤语 / 西班牙语 / 英语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27663775/
方言片,30156290,合群路,2018,6.1,189,剧情 / 儿童 / 喜剧,2010s,贵阳方言,贵阳方言,贵阳方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30156290/
方言片,30224527,吉屋,2018,4.8,1092,惊悚 / 恐怖,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30224527/
方言片,30200064,回家过年,2018,5.8,434,短片,2010s,山东方言,山东方言,山东方言,东北/冀鲁/胶辽官话 / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30200064/
方言片,27169976,女皇撞到正,2018,6.1,1238,喜剧 / 奇幻,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27169976/
方言片,26392172,川军老兵彭国臣,2018,7.8,205,纪录片,2010s,湖南当地方言,湖南当地方言,湖南当地方言,通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26392172/
方言片,27091387,幼儿怨,2018,3.4,463,惊悚,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27091387/
方言片,30272778,我儿子去了外星球,2018,4.9,1484,剧情,2010s,武汉话,武汉话,武汉话,西南官话（川渝滇黔片）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30272778/
方言片,30269044,春雨过境,2018,6.3,182,剧情 / 短片 / 家庭,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30269044/
方言片,30254589,最后的棒棒,2018,6.7,4284,纪录片,2010s,重庆方言,重庆方言,重庆方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30254589/
方言片,26782656,栋笃特工,2018,5.2,7024,喜剧,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26782656/
方言片,30312179,毛侠,2018,5.8,220,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30312179/
方言片,27149762,水底行走的人,2018,8.4,245,纪录片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27149762/
方言片,26792481,江湖有道,2018,3.2,1507,剧情 / 喜剧 / 动作,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26792481/
方言片,30441138,监狱建筑师,2018,6.3,127,短片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30441138/
方言片,27157806,看见你便想念你,2018,6.0,106,爱情 / 同性,2010s,粤语 / 英语,粤语 / 英语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27157806/
方言片,27601006,翠丝,2018,6.9,13583,剧情 / 同性,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27601006/
方言片,26661194,脱皮爸爸,2018,5.5,5986,剧情 / 喜剧 / 奇幻,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26661194/
方言片,26352192,蓝天白云,2018,6.3,1768,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26352192/
方言片,27072710,起底组,2018,4.8,113,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27072710/
方言片,26752542,逆向诱拐,2018,4.7,720,剧情 / 悬疑,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26752542/
方言片,30181130,阿拉姜色,2018,7.6,21246,剧情 / 家庭,2010s,藏语,藏语,藏语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30181130/
方言片,26752558,非分熟女,2018,4.9,10434,剧情 / 情色,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26752558/
方言片,27663808,非同凡响,2018,6.7,1438,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27663808/
方言片,30203557,黄子华栋笃笑之金盆𠺘口,2018,9.5,2969,喜剧,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30203557/
方言片,30249280,黑夜走向我,2018,7.0,213,剧情 / 短片 / 家庭,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30249280/
方言片,30334399,三夫,2019,5.7,24644,剧情 / 情色,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30334399/
方言片,30170120,作家的谎言：笔忠诱罪,2019,6.7,13732,悬疑,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30170120/
方言片,30331429,你咪理，我爱你！,2019,4.6,1259,喜剧 / 爱情 / 歌舞,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30331429/
方言片,27195113,入铁笼,2019,4.5,603,动作,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27195113/
方言片,34907107,六月三十,2019,6.8,193,纪录片 / 短片 / 家庭,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34907107/
方言片,34436895,出花园,2019,6.9,187,短片,2010s,潮汕方言,潮汕方言,潮汕方言,闽南语（闽台片） / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34436895/
方言片,27668250,南方车站的聚会,2019,7.4,295431,剧情 / 犯罪,2010s,武汉方言,武汉方言,武汉方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27668250/
方言片,30198980,双魂,2019,5.3,1334,惊悚 / 恐怖,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30198980/
方言片,27191492,四个春天,2019,8.8,147340,纪录片 / 家庭,2010s,贵州独山话,贵州独山话,贵州独山话,西南官话（川渝滇黔片）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27191492/
方言片,34867948,在别处,2019,6.0,184,剧情 / 短片,2010s,方言,方言,方言,通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34867948/
方言片,34907966,埃里克斯,2019,7.1,322,剧情 / 短片,2010s,维吾尔语,维吾尔语,维吾尔语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34907966/
方言片,30279883,失踪,2019,4.7,1548,剧情 / 悬疑,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30279883/
方言片,30360143,女人就是女人,2019,6.4,161,剧情 / 同性,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30360143/
方言片,26742714,好友,2019,6.8,656,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26742714/
方言片,30335298,如珠如宝的人生,2019,4.8,1225,剧情 / 喜剧 / 动作,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30335298/
方言片,27604296,家和万事惊,2019,5.9,15567,喜剧 / 家庭,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27604296/
方言片,34867940,寻牛,2019,6.6,736,短片,2010s,藏语,藏语,藏语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34867940/
方言片,30414283,少年与海,2019,6.5,1051,剧情 / 儿童 / 奇幻,2010s,东北方言,东北方言,东北方言,东北/冀鲁/胶辽官话 / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30414283/
