组别,movie_id,片名,年份,豆瓣评分,评价人数,类型,Decade,语言字段原文,归一化语言,命中方言标签,方言大区,Tier层级,方言占比（推断）,占比推断依据,来源URL
方言片,27114416,廉政风云 廉政風雲 煙幕,2019,5.4,90220,剧情 / 悬疑 / 犯罪,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27114416/
方言片,34676828,开水喇嘛,2019,6.7,187,纪录片,2010s,藏语 Tibetan language,藏语 tibetan language,藏语 tibetan language,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34676828/
方言片,30367685,恭喜八婆,2019,5.1,4621,喜剧,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30367685/
方言片,34847186,戏棚,2019,6.6,298,纪录片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34847186/
方言片,30283179,撞死了一只羊,2019,7.1,51147,剧情,2010s,藏语,藏语,藏语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30283179/
方言片,27107718,某日某月,2019,5.0,901,爱情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27107718/
方言片,30140231,沦落人,2019,8.2,37144,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30140231/
方言片,26235346,犯罪现场,2019,6.2,89039,犯罪 / 悬疑 / 惊悚,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26235346/
方言片,27186651,狮子山上,2019,5.4,130,剧情 / 传记,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27186651/
方言片,33428759,生前约死后,2019,5.9,221,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/33428759/
方言片,26807958,白牦牛,2019,5.8,210,剧情,2010s,藏语,藏语,藏语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26807958/
方言片,33434897,红枣薏米花生,2019,7.1,191,剧情 / 短片 / 家庭,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/33434897/
方言片,34432335,路过星宿,2019,7.7,204,爱情 / 短片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34432335/
方言片,30206431,过昭关,2019,7.8,15884,剧情 / 儿童 / 家庭,2010s,河南方言,河南方言,河南方言,中原/兰银官话 / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30206431/
方言片,26958485,逆流大叔,2019,6.6,7434,剧情,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26958485/
方言片,33465029,那日上午,2019,6.6,179,短片,2010s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/33465029/
方言片,33464204,鲤鱼池,2019,6.9,537,剧情 / 儿童 / 短片,2010s,重庆话,重庆话,重庆话,西南官话（川渝滇黔片）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/33464204/
方言片,30217450,#PTGF出租女友,2020,5.0,772,剧情,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30217450/
方言片,33383711,乜代宗师,2020,4.6,2883,剧情 / 喜剧,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/33383711/
方言片,35123252,云阳,2020,5.0,145,纪录片,2020s,重庆方言 / 德语,重庆方言 / 德语,重庆方言,西南官话（川渝滇黔片） / 通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/35123252/
方言片,34967373,人妖阿发 痴人三部曲 1/3,2020,5.2,493,剧情,2020s,粤语 / 泰语,粤语 / 泰语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34967373/
方言片,33385626,冥通银行特约：翻生争霸战,2020,4.6,440,喜剧 / 惊悚,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/33385626/
方言片,33428622,叔·叔,2020,7.6,21068,剧情 / 同性,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/33428622/
方言片,35223494,台风来之前,2020,5.7,293,剧情 / 短片 / 家庭,2020s,闽南语,闽南语,闽南语,闽南语（闽台片）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/35223494/
方言片,30489287,堕落花,2020,4.0,591,剧情,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30489287/
方言片,34851173,夜香·鸳鸯·深水埗,2020,7.4,177,剧情,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34851173/
方言片,32495643,失恋反攻队,2020,5.8,771,喜剧 / 爱情,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/32495643/
方言片,34793068,家有喜事2020,2020,5.3,770,喜剧,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34793068/
方言片,35228498,山下野兽,2020,8.0,790,短片,2020s,方言,方言,方言,通用汉语方言标签,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/35228498/
方言片,35134612,岛屿故事,2020,5.8,141,剧情 / 喜剧 / 短片,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/35134612/
方言片,34908185,我的100分男友,2020,4.1,1018,喜剧 / 爱情,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34908185/
方言片,34937951,敲门,2020,7.1,189,短片,2020s,维吾尔语,维吾尔语,维吾尔语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34937951/
方言片,28510273,旺扎的雨靴,2020,7.0,4666,剧情 / 儿童,2020s,藏语,藏语,藏语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/28510273/
方言片,30353078,梅艳芳菲,2020,6.3,2746,传记,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30353078/
方言片,30394841,死因无可疑,2020,5.7,1743,悬疑 / 惊悚,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30394841/
方言片,30204413,气球,2020,7.7,73280,剧情,2020s,藏语,藏语,藏语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30204413/
方言片,26991880,热血合唱团,2020,4.5,11272,剧情,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/26991880/
方言片,34842217,白云之下,2020,6.4,3292,剧情,2020s,蒙古语,蒙古语,蒙古语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/34842217/
方言片,30337172,第一次的离别,2020,7.2,15134,剧情 / 儿童,2020s,维吾尔语,维吾尔语,维吾尔语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30337172/
方言片,27097910,蕃薯浇米,2020,6.5,2288,剧情,2020s,闽南语,闽南语,闽南语,闽南语（闽台片）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/27097910/
方言片,33379643,逃狱兄弟,2020,6.0,4555,喜剧 / 犯罪,2020s,粤语,粤语,粤语,粤语（广府片/白话）,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/33379643/
方言片,30465842,随风飘散,2020,6.5,619,剧情,2020s,藏语,藏语,藏语,中国少数民族语言,Tier 1,≈100%（推断）,纯方言/少数民族语言标签，无普通话标签（对应'全部对白为方言'的狭义纯方言片）,https://movie.douban.com/subject/30465842/
方言片,1299448,刀不留人,1971,6.4,290,武侠 / 古装,Pre-1990s,粤语 / 汉语普通话,粤语 / 普通话,粤语,粤语（广府片/白话）,Tier 2a,>50%（推断）,方言标签排首位、普通话居后（方言为主导对白）,https://movie.douban.com/subject/1299448/
方言片,1478691,李小龙的生与死,1973,7.4,665,纪录片,Pre-1990s,粤语 / 英语 / 汉语普通话,粤语 / 英语 / 普通话,粤语,粤语（广府片/白话）,Tier 2a,>50%（推断）,方言标签排首位、普通话居后（方言为主导对白）,https://movie.douban.com/subject/1478691/
方言片,2213933,八万罪人,1979,6.9,254,剧情,Pre-1990s,粤语 / 汉语普通话,粤语 / 普通话,粤语,粤语（广府片/白话）,Tier 2a,>50%（推断）,方言标签排首位、普通话居后（方言为主导对白）,https://movie.douban.com/subject/2213933/
方言片,1302531,少林搭棚大师,1980,7.5,5004,剧情 / 喜剧 / 动作,Pre-1990s,粵語 / 汉语普通话,粵語 / 普通话,粵語,粤语（广府片/白话）,Tier 2a,>50%（推断）,方言标签排首位、普通话居后（方言为主导对白）,https://movie.douban.com/subject/1302531/
方言片,1299207,滑稽时代,1980,7.8,2698,喜剧 / 动作 / 剧情,Pre-1990s,粤语 / 汉语普通话,粤语 / 普通话,粤语,粤语（广府片/白话）,Tier 2a,>50%（推断）,方言标签排首位、普通话居后（方言为主导对白）,https://movie.douban.com/subject/1299207/
方言片,1484633,邪,1980,7.2,9608,恐怖 / 奇幻,Pre-1990s,粤语 / 汉语普通话,粤语 / 普通话,粤语,粤语（广府片/白话）,Tier 2a,>50%（推断）,方言标签排首位、普通话居后（方言为主导对白）,https://movie.douban.com/subject/1484633/
方言片,1302512,摩登保镖,1981,8.2,13180,喜剧,Pre-1990s,粤语 / 汉语普通话,粤语 / 普通话,粤语,粤语（广府片/白话）,Tier 2a,>50%（推断）,方言标签排首位、普通话居后（方言为主导对白）,https://movie.douban.com/subject/1302512/
方言片,1784747,死亡塔,1981,6.8,4028,动作 / 悬疑,Pre-1990s,粤语 / 普通话,粤语 / 普通话,粤语,粤语（广府片/白话）,Tier 2a,>50%（推断）,方言标签排首位、普通话居后（方言为主导对白）,https://movie.douban.com/subject/1784747/
