movie_id,语言,fetched_at,http_status,source
30159288,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30159568,粤语,2026-08-30T04:38:15.247108+00:00,200,douban_rexxar
30159569,粤语,2026-08-30T05:27:18.200888+00:00,200,douban_rexxar
30165027,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30165311,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30166971,汉语普通话,2026-08-30T05:27:19.699331+00:00,200,douban_rexxar
30167974,日語 / 日语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30167997,西班牙語 / 英語 / 馬雅語系 / 西班牙语 / 英语 / Wakandan / Mayan,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30170520,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30170847,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30171998,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30174085,中文 / 汉语普通话,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30174091,粤语,2026-08-30T05:27:21.261857+00:00,200,douban_rexxar
30175218,廣府話 / 粤语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30176790,中文 / 汉语普通话,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30180126,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30200089,粤语,2026-08-30T05:27:22.674441+00:00,200,douban_rexxar
30200973,粤语,2026-08-30T05:27:24.096780+00:00,200,douban_rexxar
30201133,日語 / 日语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30206311,美國手語 / 英語 / American Sign Language / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30206557,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30210133,日語 / 日语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30210361,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30213339,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30216729,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30219722,法语 / 英語 / 日語 / 汉语普通话 / 英语 / 日语 / Mandarin,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30220738,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30223888,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30229667,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
3023156,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30238017,美国英语 / American English,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30242044,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30246412,汉语普通话,2026-08-30T05:27:25.431719+00:00,200,douban_rexxar
30246476,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30249077,朝鮮語 / 韩语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30253158,日語 / 日语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30254679,西班牙語 / 英語 / 西班牙语 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30258623,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30262631,汉语普通话,2026-08-30T05:27:27.291550+00:00,200,douban_rexxar
30267287,朝鮮語 / 韩语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30274823,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30277290,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30279170,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30279972,汉语普通话,2026-08-30T05:28:14.010532+00:00,200,douban_rexxar
30286372,汉语普通话,2026-08-30T05:28:15.238411+00:00,200,douban_rexxar
30289148,汉语普通话,2026-08-30T04:38:58.189222+00:00,200,douban_rexxar
30289828,汉语普通话,2026-08-30T04:38:58.991251+00:00,200,douban_rexxar
30290058,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30290068,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30290069,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30292581,汉语普通话,2026-08-30T04:38:59.925261+00:00,200,douban_rexxar
30300279,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30302292,汉语普通话,2026-08-30T05:28:16.886648+00:00,200,douban_rexxar
30302348,藏语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30304994,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30310219,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30314848,英語 / 廣府話 / 汉语普通话 / 英语 / 粤语 / Mandarin,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30318072,法语 / 朝鮮語 / 韩语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30323197,俄語 / 俄语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30327625,朝鮮語 / 韩语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30329080,汉语普通话,2026-08-30T05:28:18.460858+00:00,200,douban_rexxar
30329081,汉语普通话,2026-08-30T05:28:19.843591+00:00,200,douban_rexxar
30329897,粤语,2026-08-30T05:28:21.381731+00:00,200,douban_rexxar
30330057,中文 / 汉语普通话,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30330751,汉语普通话,2026-08-30T05:28:22.953196+00:00,200,douban_rexxar
30331582,汉语普通话 / Mandarin,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30334960,中華民國國語 / 马来语 / Standard Taiwanese Mandarin / Malay,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30334963,中華民國國語 / Standard Taiwanese Mandarin,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30335695,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30336307,現代標準漢語 / 汉语普通话,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30337388,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30338492,汉语普通话,2026-08-30T04:39:01.005707+00:00,200,douban_rexxar
30345227,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30345743,英語 / 夏威夷语 / 英语 / Hawaiian,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30345887,朝鮮語 / 韩语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30346880,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30347027,朝鮮語 / 韩语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30347930,汉语普通话,2026-08-30T05:28:24.687759+00:00,200,douban_rexxar
30348666,粤语,2026-08-30T04:39:01.833120+00:00,200,douban_rexxar
30351365,意大利語 / 意大利语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30352897,英語 / 法罗语 / 英语 / Faroese,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30353260,汉语普通话,2026-08-30T05:28:26.343003+00:00,200,douban_rexxar
30354162,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30359213,英語 / 汉语普通话 / 英语 / Mandarin,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30359376,汉语普通话 / 英语 / 闽南语,2026-08-30T05:30:43.292400+00:00,200,douban_rexxar
30359446,粤语 / 汉语普通话,2026-08-30T05:30:44.657762+00:00,200,douban_rexxar
30359474,汉语普通话 / 侬语,2026-08-30T04:39:57.298983+00:00,200,douban_rexxar
30359665,英語 / 日語 / 英语 / 日语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30362175,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30362825,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30364932,日語 / 日语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30364978,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30365911,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30365913,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30368448,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30368790,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30371524,汉语普通话,2026-08-30T04:39:58.202767+00:00,200,douban_rexxar
30372022,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30377063,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30377311,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30378158,汉语普通话,2026-08-30T04:39:59.263955+00:00,200,douban_rexxar
30381605,汉语普通话 / 苗语,2026-08-30T04:40:00.064409+00:00,200,douban_rexxar
30382416,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30382501,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30388206,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30389627,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30391109,西班牙語 / 英語 / 西班牙语 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30391140,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30391186,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30391228,汉语普通话,2026-08-30T04:40:01.260393+00:00,200,douban_rexxar
30391270,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30391894,朝鮮語 / 韩语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30394018,汉语普通话,2026-08-30T04:40:02.032955+00:00,200,douban_rexxar
30394576,藏语 / 汉语普通话,2026-08-30T04:39:03.074301+00:00,200,douban_rexxar
30394797,英語 / 汉语普通话 / 英语 / Mandarin,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30396443,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30400539,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30402063,汉语普通话,2026-08-30T04:40:02.851511+00:00,200,douban_rexxar
30403645,英語 / 丹麦语 / 英语 / Danish,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30405970,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30407178,英語 / 英语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30409439,朝鮮語 / 韩语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
30419032,英語 / 英语,2026-08-30T05:14:25.830893+00:00,200,wikidata_p364
30422485,朝鮮語 / 韩语,2026-08-30T05:15:25.669077+00:00,200,wikidata_p364
