movie_id,片名,年份,Region,语言,数据来源,来源URL,reason
37033053,猪皮脸,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37033053/,delivery_empty
37033729,英雄百夜,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37033729/,delivery_empty
37037113,普通的生活,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37037113/,delivery_empty
37037158,鱼之死,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37037158/,delivery_empty
37037509,认真的重要性,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37037509/,delivery_empty
37039450,才华,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37039450/,delivery_empty
37040000,柔情挚我,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37040000/,delivery_empty
37047115,追杀51号,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37047115/,delivery_empty
37047693,晚餐,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37047693/,delivery_empty
37049748,寡妇游戏,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37049748/,delivery_empty
37067150,关于约会的一切,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37067150/,delivery_empty
37067530,玛丽埃尔都知道,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37067530/,delivery_empty
37068430,两架钢琴,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37068430/,delivery_empty
37070636,麦克白,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37070636/,delivery_empty
37079522,魅味,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37079522/,delivery_empty
37089559,微笑的山谷,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37089559/,delivery_empty
37089739,春,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37089739/,delivery_empty
37090451,电影洪荒蔓延时,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37090451/,delivery_empty
37107586,如何正常和另一个世界的怪异,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37107586/,delivery_empty
37113225,代号巴德,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37113225/,delivery_empty
37113889,我的错误：伦敦版,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37113889/,delivery_empty
37115718,轻声告诉我,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37115718/,delivery_empty
37123674,时装,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37123674/,delivery_empty
37131615,未列入名册,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37131615/,delivery_empty
37134197,平原上的迷途,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37134197/,delivery_empty
37143216,恩典,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37143216/,delivery_empty
37144851,137号案件,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37144851/,delivery_empty
37149048,奇爱博士,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37149048/,delivery_empty
37152260,克里斯托弗系列,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37152260/,delivery_empty
37153703,距安德烈夫卡2000米,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37153703/,delivery_empty
37153810,反对普京的无名先生,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37153810/,delivery_empty
37155367,安·李的遗嘱,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37155367/,delivery_empty
37157268,空中乱流,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37157268/,delivery_empty
37162858,2025年维也纳新年音乐会,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37162858/,delivery_empty
37164770,危机中的世界,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37164770/,delivery_empty
37165395,在我父母家,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37165395/,delivery_empty
37167155,内华达之瑰,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37167155/,delivery_empty
37168030,我们的错误,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37168030/,delivery_empty
37168459,云之下,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37168459/,delivery_empty
37170426,二〇二五年的欧陆,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37170426/,delivery_empty
37180480,尼斯错,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37180480/,delivery_empty
37182701,偷心上流,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37182701/,delivery_empty
37191206,空悬,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37191206/,delivery_empty
37191642,绮梦春色,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37191642/,delivery_empty
37193871,执笔,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37193871/,delivery_empty
37196740,女导先驱路漫漫,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37196740/,delivery_empty
37199937,在他们眼中,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37199937/,delivery_empty
37200059,你好吗？,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37200059/,delivery_empty
37200060,回望过去,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37200060/,delivery_empty
37202776,妖铠,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37202776/,delivery_empty
37202778,桑格豪森的渴望,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37202778/,delivery_empty
37203044,路易莎,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37203044/,delivery_empty
37203218,德瓦克先生，你相信天使吗？,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37203218/,delivery_empty
37203641,希望你曾是耳朵,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37203641/,delivery_empty
37204580,我窗户下的泥巴,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37204580/,delivery_empty
37206512,我一无所有：朗兹曼的《浩劫》,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37206512/,delivery_empty
37212397,生活骇客,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37212397/,delivery_empty
37212933,极寒潜袭,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37212933/,delivery_empty
37216436,骄傲与姿态,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37216436/,delivery_empty
37226590,陌路同途,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37226590/,delivery_empty
37228341,蜜月我的妈,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37228341/,delivery_empty
37228345,人生滑下坡,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37228345/,delivery_empty
37228408,布吕歇尔号巡洋舰,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37228408/,delivery_empty
37229744,倒退,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37229744/,delivery_empty
37231952,父影之下,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37231952/,delivery_empty
37233382,三声再见,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37233382/,delivery_empty
37234857,无界之环,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37234857/,delivery_empty
37235100,失衡的梦想,2025,Europe,,douban_delivery_20260817,https://movie.douban.com/subject/37235100/,delivery_empty
