movie_id,片名,年份,导演,制片国家/地区,语言,豆瓣评分,评价人数,score,hits,verdict,benchmark,来源URL
1891179,梅兰芳,2008,陈凯歌,中国大陆,汉语普通话 / 北京话 / 日语,6.9,112372,1,E2,gray_zone,0,https://movie.douban.com/subject/1891179/
3212098,河上的爱情,2008,贾樟柯,中国大陆 / 西班牙 / 法国,汉语普通话 / 粤语,6.5,5347,1,E2,gray_zone,0,https://movie.douban.com/subject/3212098/
2375763,漂浪青春,2008,周美玲,中国台湾,汉语普通话 / 台语,7.5,12865,1,E2,gray_zone,0,https://movie.douban.com/subject/2375763/
26729320,笑侃三十年,2008,周立波,中国大陆,汉语普通话 / 中国上海话,8.6,235,1,E2,gray_zone,0,https://movie.douban.com/subject/26729320/
3266406,筑梦2008,2008,顾筠,中国,普通话 / 上海话 / 英语 / 法语,7.5,3697,1,E2,gray_zone,0,https://movie.douban.com/subject/3266406/
3403153,豫菜皇后,2008,韩万峰,中国大陆,汉语普通话 / 河南话,5.0,299,1,E2,gray_zone,0,https://movie.douban.com/subject/3403153/
3098844,长假,2008,郑芬芬,中国台湾,汉语普通话 / 闽南话,8.7,293,1,E2,gray_zone,0,https://movie.douban.com/subject/3098844/
3626416,十月围城,2009,陈德森,中国香港 / 中国大陆,汉语普通话 / 粤语 / 英语,7.7,295511,1,E2,gray_zone,0,https://movie.douban.com/subject/3626416/
3558647,可爱的中国,2009,胡雪杨,中国大陆,汉语普通话 / 方言,6.1,218,1,E2,gray_zone,0,https://movie.douban.com/subject/3558647/
3732860,多大事啊,2009,韩秋池,中国大陆,汉语普通话 / 南京话,6.1,1642,1,E2,gray_zone,0,https://movie.douban.com/subject/3732860/
4154643,天生绝配,2009,袁再显,中国台湾,汉语普通话 / 粤语,4.3,338,1,E2,gray_zone,0,https://movie.douban.com/subject/4154643/
3629232,带我去远方,2009,傅天余,中国台湾,汉语普通话 / 闽南语,7.5,25264,1,E2,gray_zone,0,https://movie.douban.com/subject/3629232/
3690289,春风沉醉的夜晚,2009,娄烨,中国大陆 / 法国,汉语普通话 / 粤语,8.1,109121,1,E2,gray_zone,0,https://movie.douban.com/subject/3690289/
4896301,母大虫顾大嫂,2009,刘信义,中国大陆,汉语普通话 / 山东方言,5.6,280,1,E2,gray_zone,0,https://movie.douban.com/subject/4896301/
3892449,熊猫大侠,2009,王岳伦,中国大陆,汉语普通话 / 四川方言,4.4,27387,1,E2,gray_zone,0,https://movie.douban.com/subject/3892449/
3091050,爱情狗,2009,章明,中国大陆,汉语普通话 / 重庆话,7.3,382,1,E2,gray_zone,0,https://movie.douban.com/subject/3091050/
3607666,高兴,2009,刘晓光,中国大陆,汉语普通话 / 陕西话,6.5,41780,1,E2,gray_zone,0,https://movie.douban.com/subject/3607666/
3217122,一页台北,2010,陈骏霖,中国台湾 / 美国,汉语普通话 / 闽南语,6.6,77932,1,E2,gray_zone,0,https://movie.douban.com/subject/3217122/
4237879,人在囧途,2010,叶伟民,中国大陆,汉语普通话 / 武汉话,7.8,548718,1,E2,gray_zone,0,https://movie.douban.com/subject/4237879/
3596502,唐山大地震,2010,冯小刚,中国大陆 / 中国香港,汉语普通话 / 唐山话,7.8,404384,1,E2,gray_zone,0,https://movie.douban.com/subject/3596502/
4082101,喜羊羊与灰太狼之虎虎生威,2010,赵崇邦,中国大陆,汉语普通话 / 粤语,7.2,31988,1,E2,gray_zone,0,https://movie.douban.com/subject/4082101/
4304212,当爱来的时候,2010,张作骥,中国台湾,汉语普通话 / 闽南语,7.4,9182,1,E2,gray_zone,0,https://movie.douban.com/subject/4304212/
3732800,我们天上见,2010,蒋雯丽,中国大陆,汉语普通话 / 蚌埠话,8.7,64045,1,E2,gray_zone,0,https://movie.douban.com/subject/3732800/
4707237,我的野蛮女友2,2010,马伟豪,中国大陆,汉语普通话 / 粤语,3.8,8003,1,E2,gray_zone,0,https://movie.douban.com/subject/4707237/
4914628,斗鸡人,2010,金瑞,中国大陆,汉语普通话 / 河南方言,7.3,372,1,E2,gray_zone,0,https://movie.douban.com/subject/4914628/
4718232,无蝉的夏天,2010,苗月,中国大陆,汉语普通话 / 四川话,8.3,1597,1,E2,gray_zone,0,https://movie.douban.com/subject/4718232/
4275444,有一天,2010,侯季然,中国台湾,汉语普通话 / 闽南语,6.5,7298,1,E2,gray_zone,0,https://movie.douban.com/subject/4275444/
4307349,父后七日,2010,刘梓洁 / 王育麟,中国台湾,汉语普通话 / 闽南语,8.0,16209,1,E2,gray_zone,0,https://movie.douban.com/subject/4307349/
4833562,碧罗雪山,2010,刘杰,中国大陆,汉语普通话 / 傈僳语,8.0,2549,1,E2,gray_zone,0,https://movie.douban.com/subject/4833562/
4253448,第四张画,2010,钟孟宏,中国台湾,国语 / 闽南语,7.7,16933,1,E2,gray_zone,0,https://movie.douban.com/subject/4253448/
4233892,老虎都要嫁,2010,,中国大陆,汉语普通话 / 粤语,6.0,1899,1,E2,gray_zone,0,https://movie.douban.com/subject/4233892/
4830901,胶带,2010,李凝,中国大陆,汉语普通话 / 山东方言,7.7,233,1,E2,gray_zone,0,https://movie.douban.com/subject/4830901/
4920572,茱丽叶,2010,侯季然 / 沈可尚 / 陈玉勋,中国台湾,汉语普通话 / 闽南话,6.5,2889,1,E2,gray_zone,0,https://movie.douban.com/subject/4920572/
26392401,裸山,2010,龙中华,中国大陆,汉语普通话 / 贵州方言,5.5,302,1,E2,gray_zone,0,https://movie.douban.com/subject/26392401/
4917689,读·豆瓣,2010,黄晓,中国大陆,汉语普通话 / 粤语,5.8,388,1,E2,gray_zone,0,https://movie.douban.com/subject/4917689/
3993565,额吉,2010,宁才,中国大陆,汉语普通话 / 蒙语,8.0,591,1,E2,gray_zone,0,https://movie.douban.com/subject/3993565/
5268683,黑白照片,2010,舒浩仑,中国大陆,汉语普通话 / 上海方言,7.2,278,1,E2,gray_zone,0,https://movie.douban.com/subject/5268683/
6110557,乌鲁木齐的天空,2011,西尔扎提·亚合甫,中国大陆,汉语普通话 / 维语,7.3,256,1,E2,gray_zone,0,https://movie.douban.com/subject/6110557/
4291275,到阜阳六百里,2011,邓勇星,中国大陆 / 中国台湾,汉语普通话 / 上海话,7.7,20568,1,E2,gray_zone,0,https://movie.douban.com/subject/4291275/
6013868,午夜凶梦,2011,叶伟英,中国大陆,汉语普通话 / 粤语,3.5,2592,1,E2,gray_zone,0,https://movie.douban.com/subject/6013868/
6432145,博弈,2011,王清仁,中国大陆,汉语普通话 / 河北方言,8.1,269,1,E2,gray_zone,0,https://movie.douban.com/subject/6432145/
4841184,古宝奇缘,2011,徐捷,中国大陆,汉语普通话 / 方言,5.7,987,1,E2,gray_zone,0,https://movie.douban.com/subject/4841184/
6796784,四年一梦,2011,陈里洋,中国大陆,汉语普通话 / 山东方言,7.5,142,1,E2,gray_zone,0,https://movie.douban.com/subject/6796784/
5977833,大太阳,2011,杨亚洲,中国大陆,汉语普通话 / 四川方言,5.3,231,1,E2,gray_zone,0,https://movie.douban.com/subject/5977833/
5364987,孤岛惊魂,2011,钟继昌,中国大陆,汉语普通话 / 粤语 / 英语 / 日语,3.4,48392,1,E2,gray_zone,0,https://movie.douban.com/subject/5364987/
6224731,带一片风景走,2011,澎恰恰,中国台湾,汉语普通话 / 闽南语,7.6,2021,1,E2,gray_zone,0,https://movie.douban.com/subject/6224731/
6905209,归去来,2011,孙浩然,中国大陆,汉语普通话 / 汉语普通话 汉语方言,7.3,178,1,E2,gray_zone,0,https://movie.douban.com/subject/6905209/
6386979,有一种静叫庄严,2011,张赞波,中国大陆,汉语普通话 / 湖南方言,8.4,1181,1,E2,gray_zone,0,https://movie.douban.com/subject/6386979/
5322605,消失的村庄,2011,林黎胜,中国大陆,汉语普通话 / 云南方言,6.5,236,1,E2,gray_zone,0,https://movie.douban.com/subject/5322605/
3552301,爱到底,2011,方文山 / 九把刀 / 黄子佼 / 陈奕先,中国台湾,汉语普通话 / 台语,6.0,18895,1,E2,gray_zone,0,https://movie.douban.com/subject/3552301/
4942778,白蛇传说,2011,程小东,中国大陆,汉语普通话 / 粤语,4.8,108071,1,E2,gray_zone,0,https://movie.douban.com/subject/4942778/
5244092,翻滚吧！阿信,2011,林育贤,中国台湾,汉语普通话 / 闽南语 Hokkien,7.3,89146,1,E2,gray_zone,0,https://movie.douban.com/subject/5244092/
4166487,肩上蝶,2011,张之亮,中国大陆,汉语普通话 / 粤语,4.9,21556,1,E2,gray_zone,0,https://movie.douban.com/subject/4166487/
6428116,胆小鬼,2011,黄钇霖,中国大陆,汉语普通话 / 汕尾话,6.2,339,1,E2,gray_zone,0,https://movie.douban.com/subject/6428116/
5318669,转山,2011,杜家毅,中国大陆 / 中国台湾,汉语普通话 / 藏语,7.9,87027,1,E2,gray_zone,0,https://movie.douban.com/subject/5318669/
25851736,陈仓已冬,2011,魏龙彪,中国大陆,汉语普通话 / 地方方言,8.9,164,1,E2,gray_zone,0,https://movie.douban.com/subject/25851736/
6900614,风铃,2011,亚娜,中国大陆,汉语普通话 / 四川话,4.1,167,1,E2,gray_zone,0,https://movie.douban.com/subject/6900614/
5382848,鸡排英雄,2011,叶天伦,中国台湾,汉语普通话 / 闽南语,6.8,13036,1,E2,gray_zone,0,https://movie.douban.com/subject/5382848/
6432156,龙船,2011,曹丹,中国大陆,汉语普通话 / 粤语,7.8,155,1,E2,gray_zone,0,https://movie.douban.com/subject/6432156/
7163193,龙门飞甲纪录片,2011,甘露,中国大陆,汉语普通话 / 粤语,7.3,1684,1,E2,gray_zone,0,https://movie.douban.com/subject/7163193/
10537853,万箭穿心,2012,王竞,中国大陆,汉语普通话 / 武汉方言,8.6,200054,1,E2,gray_zone,0,https://movie.douban.com/subject/10537853/
20444574,不耻,2012,余庆,中国大陆,汉语普通话 / 象山方言,6.1,104,1,E2,gray_zone,0,https://movie.douban.com/subject/20444574/
4728518,人山人海,2012,蔡尚君,中国大陆,汉语普通话 / 贵州话,6.7,12775,1,E2,gray_zone,0,https://movie.douban.com/subject/4728518/
10833882,危城之恋,2012,郑大圣,中国大陆,汉语普通话 / 天津话,6.9,652,1,E2,gray_zone,0,https://movie.douban.com/subject/10833882/
11528251,告诉他们，我乘白鹤去了,2012,李睿珺,中国大陆,汉语普通话 / 甘肃方言,7.7,8786,1,E2,gray_zone,0,https://movie.douban.com/subject/11528251/
7056398,喜羊羊与灰太狼之开心闯龙年,2012,简耀宗,中国大陆,汉语普通话 / 粤语,6.2,11069,1,E2,gray_zone,0,https://movie.douban.com/subject/7056398/
10864754,天津闲人,2012,郑大圣,中国大陆,汉语普通话 / 天津话,7.5,4613,1,E2,gray_zone,0,https://movie.douban.com/subject/10864754/
10478122,平壤之约,2012,西尔扎提·亚合甫 / 金贤哲,中国大陆 / 朝鲜,汉语普通话 / 朝鲜语,4.1,1143,1,E2,gray_zone,0,https://movie.douban.com/subject/10478122/
10563119,恋爱三万英尺,2012,杨子,中国大陆,汉语普通话 / 粤语,3.3,1499,1,E2,gray_zone,0,https://movie.douban.com/subject/10563119/
10580093,操场,2012,汪崎,中国大陆,汉语普通话 / 上海话Shanghainese,6.5,405,1,E2,gray_zone,0,https://movie.douban.com/subject/10580093/
24869508,斗争,2012,文牧野,中国大陆,汉语普通话 / 维吾尔语,7.6,1806,1,E2,gray_zone,0,https://movie.douban.com/subject/24869508/
11537964,有人赞美聪慧，有人则不,2012,杨瑾,中国大陆 / 韩国,汉语普通话 / 汉语方言,7.8,6069,1,E2,gray_zone,0,https://movie.douban.com/subject/11537964/
4176542,杀生,2012,管虎,中国大陆,汉语普通话 / 四川话,7.8,204106,1,E2,gray_zone,0,https://movie.douban.com/subject/4176542/
6902345,潘多拉的宝剑,2012,李克龙,中国大陆,汉语普通话 / 河南方言,5.1,1382,1,E2,gray_zone,0,https://movie.douban.com/subject/6902345/
6858739,爱的面包魂,2012,高炳权 / 林君阳,中国台湾,汉语普通话 / 闽南语 / 英语 / 法语,5.9,11485,1,E2,gray_zone,0,https://movie.douban.com/subject/6858739/
11226123,生活而已2,2012,魏晓波,中国大陆,汉语普通话 / 山东话,7.9,431,1,E2,gray_zone,0,https://movie.douban.com/subject/11226123/
4718369,白鹿原,2012,王全安,中国大陆,汉语普通话 / 陕西话,6.4,116216,1,E2,gray_zone,0,https://movie.douban.com/subject/4718369/
11604171,致敬青春,2012,赵睿,中国大陆,汉语普通话 / 山西太谷方言,7.0,364,1,E2,gray_zone,0,https://movie.douban.com/subject/11604171/
11501396,边境风云,2012,程耳,中国大陆,汉语普通话 / 四川话 / 缅甸语,7.8,98756,1,E2,gray_zone,0,https://movie.douban.com/subject/11501396/
6989743,阵头,2012,冯凯,中国台湾,汉语普通话 / 闽南语,7.2,5506,1,E2,gray_zone,0,https://movie.douban.com/subject/6989743/
10776186,飞机,2012,耿军,中国大陆,汉语普通话 / 东北话,6.9,111,1,E2,gray_zone,0,https://movie.douban.com/subject/10776186/
6080775,黄金大劫案,2012,宁浩,中国大陆,汉语普通话 / 东北话,6.8,210454,1,E2,gray_zone,0,https://movie.douban.com/subject/6080775/
7163765,龙飞凤舞,2012,王育麟,中国台湾,汉语普通话 / 闽南语,6.7,156,1,E2,gray_zone,0,https://movie.douban.com/subject/7163765/
26831254,2013年江苏卫视跨年演唱会,2013,,中国大陆,汉语普通话 / 粤语 / 韩语,6.5,108,1,E2,gray_zone,0,https://movie.douban.com/subject/26831254/
3821067,一代宗师,2013,王家卫,中国大陆 / 中国香港,汉语普通话 / 粤语 / 日语,8.1,534866,1,E2,gray_zone,0,https://movie.douban.com/subject/3821067/
10604486,不二神探,2013,王子鸣,中国大陆,汉语普通话 / 粤语 / 英语,4.8,145667,1,E2,gray_zone,0,https://movie.douban.com/subject/10604486/
20470278,世界第一麦方,2013,林正盛,中国台湾,汉语普通话 / 闽南语,6.6,383,1,E2,gray_zone,0,https://movie.douban.com/subject/20470278/
20280082,人间蒸发,2013,梁德森,中国大陆 / 中国香港,汉语普通话 / 粤语 / 日语,2.8,2946,1,E2,gray_zone,0,https://movie.douban.com/subject/20280082/
6890737,光辉岁月,2013,熊欣欣,中国大陆,汉语普通话 / 粤语,4.7,4345,1,E2,gray_zone,0,https://movie.douban.com/subject/6890737/
21327875,台湾人在满洲国,2013,余明洙 / 丁雯静,中国台湾 / 马来西亚,汉语普通话 / 台语 Taiwanese,8.0,101,1,E2,gray_zone,0,https://movie.douban.com/subject/21327875/
25775642,嘿！小面,2013,曾磊,中国大陆,汉语普通话 / 重庆话,7.9,3814,1,E2,gray_zone,0,https://movie.douban.com/subject/25775642/
11599151,大尾鲈鳗,2013,邱瓈宽 / 黄朝亮,中国台湾,汉语普通话 / 闽南语,5.9,4928,1,E2,gray_zone,0,https://movie.douban.com/subject/11599151/
30200085,如果早知道男生也会被性侵,2013,陈北川,中国台湾,汉语普通话 / 闽南语,8.7,3261,1,E2,gray_zone,0,https://movie.douban.com/subject/30200085/
24530675,小胖妞4,2013,何伟锋,中国大陆,汉语普通话 / 粤语,7.5,961,1,E2,gray_zone,0,https://movie.douban.com/subject/24530675/
21340768,急诊,2013,周浩,中国大陆,汉语普通话 / 粤语,8.0,3003,1,E2,gray_zone,0,https://movie.douban.com/subject/21340768/
20515031,总铺师,2013,陈玉勋,中国台湾,汉语普通话 / 闽南语,7.1,7058,1,E2,gray_zone,0,https://movie.douban.com/subject/20515031/
10763164,扫毒,2013,陈木胜,中国大陆 / 中国香港,汉语普通话 / 粤语 / 泰语 / 英语,7.5,239286,1,E2,gray_zone,0,https://movie.douban.com/subject/10763164/
10864713,明天记得爱上我,2013,陈骏霖,中国台湾,汉语普通话 / 粤语,6.4,4788,1,E2,gray_zone,0,https://movie.douban.com/subject/10864713/
5997849,暑假作业,2013,张作骥,中国台湾,汉语普通话 / 闽南语,7.3,1656,1,E2,gray_zone,0,https://movie.douban.com/subject/5997849/
11600922,暴躁天使,2013,赵晔,中国大陆,汉语普通话 / 粤语,4.4,863,1,E2,gray_zone,0,https://movie.douban.com/subject/11600922/
21264285,爱别离,2013,吴林,中国大陆 / 中国台湾,汉语普通话 / 藏语,5.0,3653,1,E2,gray_zone,0,https://movie.douban.com/subject/21264285/
20254287,爱呦，阿斗,2013,爱迪生,中国大陆,汉语普通话 / 大连话,7.6,518,1,E2,gray_zone,0,https://movie.douban.com/subject/20254287/
23126901,特殊身份,2013,霍耀良,中国大陆,汉语普通话 / 粤语,4.3,66839,1,E2,gray_zone,0,https://movie.douban.com/subject/23126901/
20645007,美好2013,2013,吕乐 / 张婉婷 / 黑泽清,中国香港,汉语普通话 / 粤语 / 日语,6.7,161,1,E2,gray_zone,0,https://movie.douban.com/subject/20645007/
10833919,美姐,2013,郝杰,中国大陆,汉语普通话 / 晋语,7.8,22704,1,E2,gray_zone,0,https://movie.douban.com/subject/10833919/
20443799,诡婴吉咪,2013,梁普智,中国大陆,汉语普通话 / 粤语,3.7,2726,1,E2,gray_zone,0,https://movie.douban.com/subject/20443799/
20645076,迷失,2013,邓婕 / 殷勇,中国大陆,汉语普通话 / 武汉话,4.8,196,1,E2,gray_zone,0,https://movie.douban.com/subject/20645076/
24860303,门巴将军,2013,马会雷,中国大陆,汉语普通话 / 藏语,6.3,260,1,E2,gray_zone,0,https://movie.douban.com/subject/24860303/
24752295,青春小说,2013,郭奎永,中国大陆,汉语普通话 / 河南方言,6.1,125,1,E2,gray_zone,0,https://movie.douban.com/subject/24752295/
6973460,冰封：重生之门,2014,罗永昌,中国大陆,汉语普通话 / 粤语,3.9,42511,1,E2,gray_zone,0,https://movie.douban.com/subject/6973460/
24751765,喜羊羊与灰太狼之飞马奇遇记,2014,简耀宗,中国大陆,汉语普通话 / 粤语,5.9,21984,1,E2,gray_zone,0,https://movie.douban.com/subject/24751765/
19962587,夜莺,2014,费利普·弥勒,中国大陆 / 法国,汉语普通话 / 广西方言 / 法语,6.5,7640,1,E2,gray_zone,0,https://movie.douban.com/subject/19962587/
25773293,守望天湖,2014,唐敬睿,中国大陆,汉语普通话 / 藏语,8.0,138,1,E2,gray_zone,0,https://movie.douban.com/subject/25773293/
25802582,希望有个如你一般的人,2014,刘鸿志,中国大陆,汉语普通话 / 南京话,5.5,102,1,E2,gray_zone,0,https://movie.douban.com/subject/25802582/
10604851,恶战,2014,黄精甫,中国香港 / 中国大陆,汉语普通话 / 粤语 / 日语,6.4,8305,1,E2,gray_zone,0,https://movie.douban.com/subject/10604851/
25715087,最佳嫌疑人,2014,张承,中国大陆,汉语普通话 / 粤语 / 日语 / 韩语,6.0,8986,1,E2,gray_zone,0,https://movie.douban.com/subject/25715087/
11625097,澳门风云 賭城風雲,2014,王晶 / 钟少雄,中国大陆 / 中国香港,汉语普通话 / 粤语 / 英语 / 葡萄牙语 / 泰语 / 韩语 / 日语,5.8,157477,1,E2,gray_zone,0,https://movie.douban.com/subject/11625097/
25849506,热带,2014,穆肃,中国大陆,汉语普通话 / 粤语,7.4,102,1,E2,gray_zone,0,https://movie.douban.com/subject/25849506/
25756355,特工艾米拉,2014,徐宏辉,中国大陆,汉语普通话 / 粤语,3.0,9128,1,E2,gray_zone,0,https://movie.douban.com/subject/25756355/
24867840,甘南情歌,2014,高力强,中国大陆,汉语普通话 / 藏语,7.6,302,1,E2,gray_zone,0,https://movie.douban.com/subject/24867840/
25832758,神笔马良,2014,钟智行,中国大陆,汉语普通话 / 山东方言,5.9,10377,1,E2,gray_zone,0,https://movie.douban.com/subject/25832758/
6721670,秦时明月之龙腾万里,2014,沈乐平,中国大陆,汉语普通话 / 陕西方言,6.9,29856,1,E2,gray_zone,0,https://movie.douban.com/subject/6721670/
24745500,绣春刀,2014,路阳,中国大陆,汉语普通话 / 蒙古语,7.6,403226,1,E2,gray_zone,0,https://movie.douban.com/subject/24745500/
25704408,花咒,2014,李克龙,中国大陆,汉语普通话 / 粤语,3.7,1663,1,E2,gray_zone,0,https://movie.douban.com/subject/25704408/
26200601,钱在路上跑,2014,阿尔斯郎·阿布都克里木 / 木拉提·买买提 / 周军,中国大陆,汉语普通话 / 维吾尔语 Uyghur,6.9,367,1,E2,gray_zone,0,https://movie.douban.com/subject/26200601/
11443316,龙之谷：破晓奇兵,2014,宋岳峰,中国大陆,汉语普通话 / 粤语,7.7,28206,1,E2,gray_zone,0,https://movie.douban.com/subject/11443316/
25928812,龟兔再跑,2014,郑崇炘,中国大陆,汉语普通话 / 粤语,5.1,180,1,E2,gray_zone,0,https://movie.douban.com/subject/25928812/
26061902,东北偏北,2015,张秉坚,中国大陆,汉语普通话 / 东北方言,6.3,7251,1,E2,gray_zone,0,https://movie.douban.com/subject/26061902/
26703380,再见318,2015,张大格,中国大陆,汉语普通话 / 藏语 Tibetan,5.7,111,1,E2,gray_zone,0,https://movie.douban.com/subject/26703380/
26005517,别有动机,2015,黄岳泰,中国大陆,汉语普通话 / 粤语,4.3,2320,1,E2,gray_zone,0,https://movie.douban.com/subject/26005517/
11776289,华丽上班族,2015,杜琪峰,中国香港 / 中国大陆,汉语普通话 / 粤语 / 英语,6.0,52488,1,E2,gray_zone,0,https://movie.douban.com/subject/11776289/
26433965,告别,2015,德格娜,中国大陆,汉语普通话 / 蒙古语,7.5,2172,1,E2,gray_zone,0,https://movie.douban.com/subject/26433965/
25875053,基隆,2015,乔梁,中国大陆 / 中国台湾,汉语普通话 / 闽南语,6.9,861,1,E2,gray_zone,0,https://movie.douban.com/subject/25875053/
26184568,奇人密码：古罗布之迷,2015,黄强华,中国台湾,汉语普通话 / 闽南语,6.6,586,1,E2,gray_zone,0,https://movie.douban.com/subject/26184568/
26676478,我们这样拍电影,2015,萧菊贞,中国台湾,汉语普通话 / 台语,7.7,719,1,E2,gray_zone,0,https://movie.douban.com/subject/26676478/
26317308,我要上迷笛,2015,王骞,中国大陆,汉语普通话 / 粤语,7.4,112,1,E2,gray_zone,0,https://movie.douban.com/subject/26317308/
25849475,新娘大作战,2015,陈国辉,中国大陆 / 中国香港,汉语普通话 / 上海话,4.2,81434,1,E2,gray_zone,0,https://movie.douban.com/subject/25849475/
26331811,新西兰打工旅行2013-2014,2015,梁敬谦,中国大陆,汉语普通话 / 粤语 / 英语,8.4,159,1,E2,gray_zone,0,https://movie.douban.com/subject/26331811/
23788440,杀破狼2,2015,郑保瑞,中国香港 / 中国大陆,汉语普通话 / 粤语 / 英语 / 泰语 / 韩语,7.4,166882,1,E2,gray_zone,0,https://movie.douban.com/subject/23788440/
26306897,李文漫游东湖,2015,李珞,中国大陆,汉语普通话 / 武汉方言,8.3,2322,1,E2,gray_zone,0,https://movie.douban.com/subject/26306897/
25982512,死亡之谜,2015,黄正杰,中国大陆,汉语普通话 / 粤语,2.8,897,1,E2,gray_zone,0,https://movie.douban.com/subject/25982512/
25710912,港囧,2015,徐峥,中国大陆,汉语普通话 / 粤语,5.7,364997,1,E2,gray_zone,0,https://movie.douban.com/subject/25710912/
25790210,爱琳娜,2015,林靖杰,中国台湾,汉语普通话 / 台語,6.5,104,1,E2,gray_zone,0,https://movie.douban.com/subject/25790210/
25772420,爸爸的晚餐,2015,郑正,中国大陆,汉语普通话 / 重庆话,7.2,339,1,E2,gray_zone,0,https://movie.douban.com/subject/25772420/
3993588,狼图腾,2015,让-雅克·阿诺,中国大陆 / 法国,汉语普通话 / 蒙古语,6.9,187204,1,E2,gray_zone,0,https://movie.douban.com/subject/3993588/
25870074,第七谎言,2015,孔令政,中国香港,汉语普通话 / 粤语 / 英语,4.2,1765,1,E2,gray_zone,0,https://movie.douban.com/subject/25870074/
26586488,红衣小女孩,2015,程伟豪,中国台湾,汉语普通话 / 台语,5.9,12201,1,E2,gray_zone,0,https://movie.douban.com/subject/26586488/
26277313,西游记之大圣归来,2015,田晓鹏,中国大陆,汉语普通话 / 粤语,8.3,617094,1,E2,gray_zone,0,https://movie.douban.com/subject/26277313/
26275692,角头,2015,李运杰,中国台湾,汉语普通话 / 闽南语,5.7,4358,1,E2,gray_zone,0,https://movie.douban.com/subject/26275692/
24987018,赤道,2015,梁乐民 / 陆剑青,中国香港,汉语普通话 / 粤语 / 韩语 / 英语,6.2,105558,1,E2,gray_zone,0,https://movie.douban.com/subject/24987018/
26658552,送别,2015,曾光,中国大陆,汉语普通话 / 东北官话,6.7,390,1,E2,gray_zone,0,https://movie.douban.com/subject/26658552/
26325651,逃学英雄,2015,黄一山,中国大陆,汉语普通话 / 粤语,2.4,125,1,E2,gray_zone,0,https://movie.douban.com/subject/26325651/
25732105,鄂尔多斯骑士,2015,禾家,中国大陆,汉语普通话 / 蒙语,5.6,159,1,E2,gray_zone,0,https://movie.douban.com/subject/25732105/
26306656,醉·生梦死,2015,张作骥,中国台湾,汉语普通话 / 闽南语,7.2,11137,1,E2,gray_zone,0,https://movie.douban.com/subject/26306656/
26235349,三人行,2016,杜琪峰,中国大陆 / 中国香港,汉语普通话 / 粤语 / 英语,5.9,92331,1,E2,gray_zone,0,https://movie.douban.com/subject/26235349/
26365631,冲天火,2016,林岭东,中国大陆,汉语普通话 / 粤语,3.5,12735,1,E2,gray_zone,0,https://movie.douban.com/subject/26365631/
26801581,动植物大战,2016,范文彬,中国大陆,汉语普通话 / 粤语,2.6,191,1,E2,gray_zone,0,https://movie.douban.com/subject/26801581/
11598977,叶问3,2016,叶伟信,中国大陆 / 中国香港,汉语普通话 / 粤语 / 英语,6.6,146797,1,E2,gray_zone,0,https://movie.douban.com/subject/11598977/
26271105,同流合乌,2016,云翔,中国香港 / 泰国,汉语普通话 / 粤语 / 日语 / 英语,4.4,2110,1,E2,gray_zone,0,https://movie.douban.com/subject/26271105/
26665828,呼吸正常,2016,李云波,中国大陆,汉语普通话 / 粤语,5.7,2866,1,E2,gray_zone,0,https://movie.douban.com/subject/26665828/
26720391,大显神威,2016,辛季澧,中国台湾,汉语普通话 / 闽南语,4.6,344,1,E2,gray_zone,0,https://movie.douban.com/subject/26720391/
26773954,大风水师,2016,黄羿,中国大陆,汉语普通话 / 粤语,4.6,199,1,E2,gray_zone,0,https://movie.douban.com/subject/26773954/
25951720,寻找心中的你,2016,刘伟恒,中国香港,汉语普通话 / 粤语 / 英语,7.4,11991,1,E2,gray_zone,0,https://movie.douban.com/subject/25951720/
26732377,川流之岛,2016,詹京霖,中国台湾,汉语普通话 / 闽南语,7.4,3524,1,E2,gray_zone,0,https://movie.douban.com/subject/26732377/
25757187,我不是王毛,2016,赵小溪,中国大陆,汉语普通话 / 河南话,8.0,60378,1,E2,gray_zone,0,https://movie.douban.com/subject/25757187/
26418005,我的“狐朋狗友”,2016,霍猛,中国大陆,汉语普通话 / 河南话,5.7,1060,1,E2,gray_zone,0,https://movie.douban.com/subject/26418005/
24867829,杠上开花,2016,贾一平,中国大陆,汉语普通话 / 武汉话,3.1,439,1,E2,gray_zone,0,https://movie.douban.com/subject/24867829/
25815034,湄公河行动,2016,林超贤,中国大陆 / 中国香港,汉语普通话 / 粤语 / 泰语 / 缅甸语 / 英语,8.0,670903,1,E2,gray_zone,0,https://movie.douban.com/subject/25815034/
25662327,火锅英雄,2016,杨庆,中国大陆,汉语普通话 / 重庆话,7.2,318741,1,E2,gray_zone,0,https://movie.douban.com/subject/25662327/
26779536,血战铜锣湾,2016,陈家俊 / 张浩博,中国大陆,汉语普通话 / 粤语,3.4,298,1,E2,gray_zone,0,https://movie.douban.com/subject/26779536/
26263919,谋杀似水年华,2016,陈果,中国大陆 / 中国香港,汉语普通话 / 云南方言,3.9,17643,1,E2,gray_zone,0,https://movie.douban.com/subject/26263919/
26903988,越囧,2016,郭翔,中国大陆 / 越南,汉语普通话 / 粤语 / 越南语 Vietnamese / 英语,2.3,641,1,E2,gray_zone,0,https://movie.douban.com/subject/26903988/
26352419,飞地,2016,李维,中国大陆,汉语普通话 / 彝语 Yi,6.7,441,1,E2,gray_zone,0,https://movie.douban.com/subject/26352419/
